cpf;nome paciente;email paciente;data nascimento paciente;endereço/rua paciente;cidade paciente;estado patiente;crm médico;crm médico estado;nome médico;email médico;token resultado exame;data exame;tipo exame;limites tipo exame;resultado tipo exame
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;leucócitos;9-61;28
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;plaquetas;11-93;29
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;hdl;19-75;30
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;ldl;45-54;85
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;vldl;48-72;77
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;glicemia;25-83;11
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;tgo;50-84;44
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;tgp;38-63;51
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;eletrólitos;2-68;0
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;tsh;25-80;56
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;t4-livre;34-60;12
061.475.044-01;Vitor Hugo Silva Filho;clay.rodriguez@schaden-champlin.org;1966-05-24;901 Avenida Pablo;Marzagão;Ceará;B000HB2O2O;ES;Núbia Godins;christy_dickinson@langworth.org;1WGRE0;2021-09-20;ácido úrico;15-61;89
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;hemácias;45-52;12
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;leucócitos;9-61;21
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;plaquetas;11-93;5
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;hdl;19-75;58
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;ldl;45-54;46
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;vldl;48-72;68
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;glicemia;25-83;94
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;tgo;50-84;80
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;tgp;38-63;85
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;eletrólitos;2-68;83
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;tsh;25-80;8
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;t4-livre;34-60;65
036.662.049-53;Dr. Pedro Resende;ettie@runolfsdottir.name;1979-11-11;796 Alameda Gúbio Palhares;Meruoca;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;JDLNNP;2021-12-29;ácido úrico;15-61;20
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;hemácias;45-52;55
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;leucócitos;9-61;12
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;plaquetas;11-93;41
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;hdl;19-75;52
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;ldl;45-54;19
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;vldl;48-72;90
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;glicemia;25-83;98
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;tgo;50-84;41
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;tgp;38-63;5
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;eletrólitos;2-68;47
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;tsh;25-80;86
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;t4-livre;34-60;76
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;N9RPKD;2021-12-04;ácido úrico;15-61;6
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;hemácias;45-52;4
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;leucócitos;9-61;44
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;plaquetas;11-93;18
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;hdl;19-75;94
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;ldl;45-54;88
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;vldl;48-72;65
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;glicemia;25-83;54
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;tgo;50-84;43
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;tgp;38-63;75
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;eletrólitos;2-68;100
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;tsh;25-80;72
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;t4-livre;34-60;97
072.328.987-54;João Guilherme Marques;josefina@adams.org;1979-08-10;135 Travessa Samuel;Vermelho Novo;Minas Gerais;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;RZ6548;2021-09-04;ácido úrico;15-61;24
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;hemácias;45-52;78
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;leucócitos;9-61;53
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;plaquetas;11-93;100
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;hdl;19-75;83
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;ldl;45-54;92
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;vldl;48-72;67
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;glicemia;25-83;89
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;tgo;50-84;94
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;tgp;38-63;81
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;eletrólitos;2-68;64
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;tsh;25-80;55
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;t4-livre;34-60;42
033.837.707-70;Lara Silveira;katelin.trantow@ryan.info;1971-11-19;875 Marginal Antônio Brites;Goiatuba;Alagoas;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;EVGNQ0;2021-07-25;ácido úrico;15-61;50
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;hemácias;45-52;84
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;leucócitos;9-61;12
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;plaquetas;11-93;75
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;hdl;19-75;82
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;ldl;45-54;68
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;vldl;48-72;62
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;glicemia;25-83;24
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;tgo;50-84;89
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;tgp;38-63;20
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;eletrólitos;2-68;41
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;tsh;25-80;11
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;t4-livre;34-60;76
015.457.518-62;Kléber Rios;cleotilde_ledner@harvey.biz;1965-07-22;601 Rua Tertuliano Ribas;Porto Franco;Acre;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;WDO61J;2021-04-01;ácido úrico;15-61;16
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;hemácias;45-52;60
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;leucócitos;9-61;50
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;plaquetas;11-93;93
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;hdl;19-75;32
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;ldl;45-54;30
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;vldl;48-72;24
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;glicemia;25-83;8
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;tgo;50-84;74
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;tgp;38-63;55
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;eletrólitos;2-68;85
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;tsh;25-80;34
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;t4-livre;34-60;62
040.716.080-99;Manuela Sá;addie@leannon.io;1977-02-24;7610 Rua Otávio da Aldeia;Itambacuri;Espírito Santo;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2HTD8E;2021-12-15;ácido úrico;15-61;45
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;hemácias;45-52;86
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;leucócitos;9-61;69
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;plaquetas;11-93;98
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;hdl;19-75;72
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;ldl;45-54;91
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;vldl;48-72;36
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;glicemia;25-83;48
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;tgo;50-84;40
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;tgp;38-63;31
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;eletrólitos;2-68;44
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;tsh;25-80;34
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;t4-livre;34-60;82
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;5H68W6;2021-11-29;ácido úrico;15-61;9
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;GDMEXR;2022-02-27;hemácias;45-52;7
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;GDMEXR;2022-02-27;leucócitos;9-61;64
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;GDMEXR;2022-02-27;plaquetas;11-93;87
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;GDMEXR;2022-02-27;hdl;19-75;34
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;GDMEXR;2022-02-27;ldl;45-54;51
